cik,cmpy,CompanyName,year,total_downloads,htm_downloads,txt_downloads,xbrl_downloads,other_downloads,unique_filings_accessed
1097864,ONSEMICONDUCTOR,ON Semiconductor Corporation,2010,6058,5125,292,550,91,436
1097864,ONSEMICONDUCTOR,ON Semiconductor Corporation,2011,9065,7137,246,1578,104,407
1097864,ONSEMICONDUCTOR,ON Semiconductor Corporation,2012,5778,4884,285,479,130,474
1097864,ONSEMICONDUCTOR,ON Semiconductor Corporation,2013,7514,6586,373,452,103,476
1097864,ONSEMICONDUCTOR,ON Semiconductor Corporation,2014,10990,9572,446,865,107,557
1097864,ONSEMICONDUCTOR,ON Semiconductor Corporation,2015,13652,12092,732,690,138,563
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2003,1440,1161,254,20,5,87
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2004,2306,1865,294,142,5,143
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2005,1008,873,101,33,1,115
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2006,714,612,54,29,19,103
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2007,1260,1048,117,84,11,169
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2008,2007,1674,189,120,24,197
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2009,3177,2786,205,173,13,234
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2010,3747,3127,161,429,30,285
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2011,4012,3228,181,567,36,277
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2012,5198,3621,457,1051,69,394
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2013,8443,6598,314,1348,183,397
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2014,9825,6884,1524,1296,121,1020
1099800,EDWARDSLIFESCI,Edwards Lifesciences Corporation,2015,8942,7454,529,870,89,492
1101302,ENTEGRIS,"Entegris, Inc.",2003,687,272,312,103,0,139
1101302,ENTEGRIS,"Entegris, Inc.",2004,930,649,180,101,0,114
1101302,ENTEGRIS,"Entegris, Inc.",2005,1196,885,168,135,8,143
1101302,ENTEGRIS,"Entegris, Inc.",2006,715,551,75,88,1,139
1101302,ENTEGRIS,"Entegris, Inc.",2007,1531,1189,150,192,0,220
1101302,ENTEGRIS,"Entegris, Inc.",2008,1835,1407,126,302,0,208
1101302,ENTEGRIS,"Entegris, Inc.",2009,3131,2570,163,386,12,282
1101302,ENTEGRIS,"Entegris, Inc.",2010,3117,2271,210,626,10,316
1101302,ENTEGRIS,"Entegris, Inc.",2011,2862,2165,232,456,9,307
1101302,ENTEGRIS,"Entegris, Inc.",2012,2969,2183,135,618,33,264
1101302,ENTEGRIS,"Entegris, Inc.",2013,3900,2910,434,490,66,422
1101302,ENTEGRIS,"Entegris, Inc.",2014,7102,5375,814,868,45,439
1101302,ENTEGRIS,"Entegris, Inc.",2015,5132,3970,508,606,48,348
1103982,,"Mondelez International, Inc.",2003,7542,2762,4322,336,122,146
1103982,,"Mondelez International, Inc.",2004,16175,6450,7859,1758,108,260
1103982,,"Mondelez International, Inc.",2005,7122,4413,1920,768,21,220
1103982,,"Mondelez International, Inc.",2006,3872,2801,839,227,5,212
1103982,,"Mondelez International, Inc.",2007,9280,7115,1415,743,7,371
1103982,,"Mondelez International, Inc.",2008,13473,11145,1666,603,59,377
1103982,,"Mondelez International, Inc.",2009,24727,21204,1667,1710,146,455
1103982,,"Mondelez International, Inc.",2010,39608,31561,1826,6026,195,535
1103982,,"Mondelez International, Inc.",2011,40551,31637,1376,7060,478,513
1103982,,"Mondelez International, Inc.",2012,42857,38693,1445,2122,597,642
1103982,,"Mondelez International, Inc.",2013,42068,38535,1574,1165,794,730
1103982,,"Mondelez International, Inc.",2014,40632,37365,1560,1203,504,851
1103982,,"Mondelez International, Inc.",2015,49906,46810,1734,851,511,716
1104657,MATERION,Materion Corporation,2003,623,37,561,15,10,49
1104657,MATERION,Materion Corporation,2004,1338,225,1046,51,16,108
1104657,MATERION,Materion Corporation,2005,571,244,300,24,3,86
1104657,MATERION,Materion Corporation,2006,424,267,122,35,0,94
1104657,MATERION,Materion Corporation,2007,1520,1183,221,116,0,130
1104657,MATERION,Materion Corporation,2008,1613,1085,196,332,0,141
1104657,MATERION,Materion Corporation,2009,1970,1619,143,203,5,177
1104657,MATERION,Materion Corporation,2010,2524,2183,227,102,12,197
1104657,MATERION,Materion Corporation,2011,3331,3024,216,68,23,200
1104657,MATERION,Materion Corporation,2012,2582,2172,323,52,35,206
1104657,MATERION,Materion Corporation,2013,5921,2845,2752,238,86,338
1104657,MATERION,Materion Corporation,2014,8929,4412,4124,286,107,435
1104657,MATERION,Materion Corporation,2015,15078,5453,9328,223,74,366
1109357,EXELON,Exelon Corporation,2003,5970,1745,3850,342,33,454
1109357,EXELON,Exelon Corporation,2004,6785,3527,2837,393,28,493
1109357,EXELON,Exelon Corporation,2005,4245,2990,1014,221,20,413
1109357,EXELON,Exelon Corporation,2006,1407,834,361,208,4,339
1109357,EXELON,Exelon Corporation,2007,1523,799,385,313,26,362
1109357,EXELON,Exelon Corporation,2008,3292,2244,548,441,59,401
1109357,EXELON,Exelon Corporation,2009,5511,4398,511,570,32,513
1109357,EXELON,Exelon Corporation,2010,5241,3231,367,1537,106,439
1109357,EXELON,Exelon Corporation,2011,7153,5383,510,1146,114,534
1109357,EXELON,Exelon Corporation,2012,6764,5212,527,947,78,625
1109357,EXELON,Exelon Corporation,2013,9008,6762,894,1261,91,765
1109357,EXELON,Exelon Corporation,2014,11361,9171,1562,485,143,862
1109357,EXELON,Exelon Corporation,2015,13123,11090,1547,363,123,630
1111711,NISOURCE,NiSource Inc.,2003,2394,248,2097,36,13,184
1111711,NISOURCE,NiSource Inc.,2004,2629,381,2027,202,19,288
1111711,NISOURCE,NiSource Inc.,2005,1498,700,641,144,13,242
1111711,NISOURCE,NiSource Inc.,2006,1100,812,233,54,1,153
1111711,NISOURCE,NiSource Inc.,2007,1683,1405,239,37,2,173
1111711,NISOURCE,NiSource Inc.,2008,2563,2172,303,82,6,242
1111711,NISOURCE,NiSource Inc.,2009,4092,3596,418,70,8,258
1111711,NISOURCE,NiSource Inc.,2010,4488,3971,258,182,77,250
1111711,NISOURCE,NiSource Inc.,2011,4895,4034,239,586,36,253
1111711,NISOURCE,NiSource Inc.,2012,4485,3841,406,206,32,325
1111711,NISOURCE,NiSource Inc.,2013,5028,4151,441,323,113,351
1111711,NISOURCE,NiSource Inc.,2014,6874,5936,559,294,85,363
1111711,NISOURCE,NiSource Inc.,2015,8496,7004,1112,296,84,379
1113256,MERITOR,,2003,2999,251,2628,103,17,172
1113256,MERITOR,,2004,3046,762,2125,158,1,198
1113256,MERITOR,,2005,2205,961,1181,62,1,157
1113256,MERITOR,,2006,2465,2007,364,86,8,191
1113256,MERITOR,,2007,3827,3207,479,129,12,266
1113256,MERITOR,,2008,5315,4543,551,188,33,290
1113256,MERITOR,,2009,9079,8168,670,200,41,319
1113256,MERITOR,,2010,9147,8233,614,258,42,394
1113256,MERITOR,,2011,9815,8432,494,776,113,363
1113256,MERITOR,,2012,8279,7283,603,305,88,426
1113256,MERITOR,,2013,9584,8247,692,507,138,456
1113256,MERITOR,,2014,10619,9143,866,500,110,543
1113256,MERITOR,,2015,10235,8311,963,857,104,450
1114483,,Integer Holdings Corporation,2003,739,425,271,37,6,76
1114483,,Integer Holdings Corporation,2004,1290,388,774,121,7,150
1114483,,Integer Holdings Corporation,2005,796,128,604,56,8,126
1114483,,Integer Holdings Corporation,2006,547,159,355,25,8,88
1114483,,Integer Holdings Corporation,2007,1316,141,1108,45,22,155
1114483,,Integer Holdings Corporation,2008,1500,351,1058,80,11,178
1114483,,Integer Holdings Corporation,2009,1924,1253,632,27,12,148
1114483,,Integer Holdings Corporation,2010,1948,1480,423,32,13,167
1114483,,Integer Holdings Corporation,2011,2425,1989,356,63,17,181
1114483,,Integer Holdings Corporation,2012,2505,2054,339,68,44,189
1114483,,Integer Holdings Corporation,2013,3450,2788,411,225,26,240
1114483,,Integer Holdings Corporation,2014,10068,5134,4267,352,315,845
1114483,,Integer Holdings Corporation,2015,9529,8061,1073,304,91,477
1116030,HYDRIL,,2003,367,46,283,30,8,60
1116030,HYDRIL,,2004,753,253,291,200,9,114
1116030,HYDRIL,,2005,463,258,96,109,0,110
1116030,HYDRIL,,2006,530,357,101,71,1,96
1116030,HYDRIL,,2007,1235,933,235,64,3,117
1116030,HYDRIL,,2008,345,280,57,8,0,55
1116030,HYDRIL,,2009,286,207,58,19,2,69
1116030,HYDRIL,,2010,273,207,60,6,0,52
1116030,HYDRIL,,2011,249,196,48,5,0,54
1116030,HYDRIL,,2012,247,146,76,25,0,81
1116030,HYDRIL,,2013,169,97,70,1,1,58
1116030,HYDRIL,,2014,291,125,155,9,2,67
1116030,HYDRIL,,2015,177,97,74,6,0,48
1116942,TTMTECH,"TTM Technologies, Inc.",2003,976,703,226,42,5,82
1116942,TTMTECH,"TTM Technologies, Inc.",2004,1546,1125,203,216,2,155
1116942,TTMTECH,"TTM Technologies, Inc.",2005,869,634,113,122,0,137
1116942,TTMTECH,"TTM Technologies, Inc.",2006,846,635,103,107,1,139
1116942,TTMTECH,"TTM Technologies, Inc.",2007,1392,1102,141,148,1,168
1116942,TTMTECH,"TTM Technologies, Inc.",2008,1674,1339,133,184,18,192
1116942,TTMTECH,"TTM Technologies, Inc.",2009,3081,2618,186,259,18,278
1116942,TTMTECH,"TTM Technologies, Inc.",2010,4789,4080,219,462,28,288
1116942,TTMTECH,"TTM Technologies, Inc.",2011,3455,3112,134,190,19,280
1116942,TTMTECH,"TTM Technologies, Inc.",2012,2278,1953,111,188,26,264
1116942,TTMTECH,"TTM Technologies, Inc.",2013,4306,3770,229,216,91,337
1116942,TTMTECH,"TTM Technologies, Inc.",2014,6328,5658,323,289,58,356
1116942,TTMTECH,"TTM Technologies, Inc.",2015,7884,6765,567,489,63,406
1117034,CCI,,2003,175,115,50,0,10,26
1117034,CCI,,2004,203,157,41,0,5,40
1117034,CCI,,2005,162,125,33,0,4,36
1117034,CCI,,2006,232,207,25,0,0,40
1117034,CCI,,2007,242,218,23,0,1,38
1117034,CCI,,2008,210,161,43,0,6,47
1117034,CCI,,2009,190,157,31,0,2,52
1117034,CCI,,2010,213,157,49,0,7,60
1117034,CCI,,2011,49,48,1,0,0,15
1117034,CCI,,2012,39,32,7,0,0,17
1117034,CCI,,2013,77,61,15,0,1,29
1117034,CCI,,2014,43,35,8,0,0,23
1117034,CCI,,2015,61,54,6,0,1,23
1120370,BROADWINDENERGY,,2003,8,3,5,0,0,3
1120370,BROADWINDENERGY,,2004,109,16,90,3,0,18
1120370,BROADWINDENERGY,,2005,45,1,43,1,0,13
1120370,BROADWINDENERGY,,2006,176,40,133,2,1,23
1120370,BROADWINDENERGY,,2007,1840,1033,511,281,15,120
1120370,BROADWINDENERGY,,2008,10083,8037,1429,485,132,179
1120370,BROADWINDENERGY,,2009,11056,9540,878,565,73,225
1120370,BROADWINDENERGY,,2010,7700,6195,451,976,78,285
1120370,BROADWINDENERGY,,2011,5693,4831,238,584,40,278
1120370,BROADWINDENERGY,,2012,3399,2818,87,446,48,272
1120370,BROADWINDENERGY,,2013,3508,2701,205,519,83,288
1120370,BROADWINDENERGY,,2014,3515,2795,177,458,85,268
1120370,BROADWINDENERGY,,2015,3876,3170,203,448,55,320
1121788,,Garmin Ltd.,2003,919,86,794,28,11,65
1121788,,Garmin Ltd.,2004,2504,1006,1166,316,16,108
1121788,,Garmin Ltd.,2005,1215,593,513,106,3,102
1121788,,Garmin Ltd.,2006,2172,1364,366,429,13,175
1121788,,Garmin Ltd.,2007,4024,2671,647,703,3,258
1121788,,Garmin Ltd.,2008,4718,3528,760,408,22,174
1121788,,Garmin Ltd.,2009,6301,4454,714,983,150,171
1121788,,Garmin Ltd.,2010,8248,5492,750,1898,108,220
1121788,,Garmin Ltd.,2011,8156,5226,442,2370,118,227
1121788,,Garmin Ltd.,2012,6512,4600,473,1327,112,426
1121788,,Garmin Ltd.,2013,8753,6906,752,919,176,375
1121788,,Garmin Ltd.,2014,10293,8359,968,762,204,457
1121788,,Garmin Ltd.,2015,10342,8996,548,533,265,315
1122976,,Avient Corporation,2003,2781,507,1930,49,295,120
1122976,,Avient Corporation,2004,2837,1296,1318,176,47,154
1122976,,Avient Corporation,2005,1404,874,452,68,10,135
1122976,,Avient Corporation,2006,1145,648,310,172,15,154
1122976,,Avient Corporation,2007,2595,1675,570,279,71,209
1122976,,Avient Corporation,2008,2479,2114,248,102,15,191
1122976,,Avient Corporation,2009,4148,3614,302,195,37,239
1122976,,Avient Corporation,2010,5646,4941,458,209,38,308
1122976,,Avient Corporation,2011,6081,5412,322,301,46,265
1122976,,Avient Corporation,2012,5032,4429,218,287,98,295
1122976,,Avient Corporation,2013,6961,6098,353,399,111,365
1122976,,Avient Corporation,2014,8259,6955,531,631,142,445
1122976,,Avient Corporation,2015,7950,6875,607,306,162,379
1126975,,,2003,1914,879,939,84,12,97
1126975,,,2004,3120,2346,623,151,0,160
1126975,,,2005,1525,1188,239,97,1,166
1126975,,,2006,928,719,169,30,10,143
1126975,,,2007,1742,1443,249,49,1,166
1126975,,,2008,2856,2440,331,77,8,216
1126975,,,2009,5941,5293,407,221,20,277
1126975,,,2010,5780,5075,257,424,24,289
1126975,,,2011,5898,4470,323,1085,20,318
1126975,,,2012,5049,4242,262,516,29,356
1126975,,,2013,6124,5279,310,476,59,348
1126975,,,2014,7871,6793,472,515,91,376
1126975,,,2015,8132,7140,362,567,63,382
1130464,BLACKHILLS,Black Hills Corporation,2003,1455,935,420,100,0,149
1130464,BLACKHILLS,Black Hills Corporation,2004,1699,1151,285,261,2,207
1130464,BLACKHILLS,Black Hills Corporation,2005,952,696,137,116,3,184
1130464,BLACKHILLS,Black Hills Corporation,2006,681,557,104,20,0,126
1130464,BLACKHILLS,Black Hills Corporation,2007,1677,1263,176,74,164,226
1130464,BLACKHILLS,Black Hills Corporation,2008,2501,2013,286,184,18,246
1130464,BLACKHILLS,Black Hills Corporation,2009,3575,3006,268,243,58,315
1130464,BLACKHILLS,Black Hills Corporation,2010,4286,3482,203,525,76,294
1130464,BLACKHILLS,Black Hills Corporation,2011,4500,3365,188,896,51,300
1130464,BLACKHILLS,Black Hills Corporation,2012,4272,3623,241,376,32,384
1130464,BLACKHILLS,Black Hills Corporation,2013,4173,3531,290,284,68,392
1130464,BLACKHILLS,Black Hills Corporation,2014,6361,3149,2831,294,87,455
1130464,BLACKHILLS,Black Hills Corporation,2015,15238,5998,8631,492,117,423
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2003,4464,3225,1118,105,16,273
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2004,6202,4222,1566,280,134,390
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2005,3472,2621,599,191,61,333
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2006,2512,2024,393,88,7,195
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2007,4979,4154,552,243,30,309
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2008,7752,6732,675,274,71,342
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2009,15638,13068,813,1702,55,389
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2010,25311,13456,769,10857,229,406
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2011,32781,19837,705,11783,456,455
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2012,19429,16030,574,2447,378,625
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2013,22467,19210,1381,1495,381,629
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2014,21617,18272,1483,1531,331,713
1133421,NORTHROPGRUMMAN,Northrop Grumman Corporation,2015,23174,19888,1534,1362,390,675
1135152,FMCTECH,,2003,860,439,370,37,14,66
1135152,FMCTECH,,2004,1538,1047,369,120,2,138
1135152,FMCTECH,,2005,864,645,138,80,1,136
1135152,FMCTECH,,2006,625,501,98,24,2,109
1135152,FMCTECH,,2007,1383,1148,136,92,7,170
1135152,FMCTECH,,2008,2258,1870,177,188,23,216
1135152,FMCTECH,,2009,2981,2614,184,165,18,203
1135152,FMCTECH,,2010,3168,2504,122,477,65,218
1135152,FMCTECH,,2011,4037,3112,151,720,54,223
1135152,FMCTECH,,2012,5816,4939,274,537,66,331
1135152,FMCTECH,,2013,8290,7219,423,541,107,397
1135152,FMCTECH,,2014,9585,8201,647,622,115,433
1135152,FMCTECH,,2015,10440,8776,868,680,116,476
1135644,,Siemens Aktiengesellschaft,2003,1736,1381,213,0,142,37
1135644,,Siemens Aktiengesellschaft,2004,3163,2625,352,0,186,56
1135644,,Siemens Aktiengesellschaft,2005,1727,1452,204,0,71,70
1135644,,Siemens Aktiengesellschaft,2006,2193,1809,320,0,64,83
1135644,,Siemens Aktiengesellschaft,2007,4822,4070,591,2,159,123
1135644,,Siemens Aktiengesellschaft,2008,5268,4671,434,1,162,167
1135644,,Siemens Aktiengesellschaft,2009,6490,5669,458,6,357,190
1135644,,Siemens Aktiengesellschaft,2010,8445,7615,490,2,338,200
1135644,,Siemens Aktiengesellschaft,2011,7895,7177,364,2,352,198
1135644,,Siemens Aktiengesellschaft,2012,7153,6373,313,82,385,249
1135644,,Siemens Aktiengesellschaft,2013,7944,7155,421,3,365,281
1135644,,Siemens Aktiengesellschaft,2014,8575,7364,998,3,210,357
1135644,,Siemens Aktiengesellschaft,2015,5569,4655,804,2,108,246
1136869,,"Zimmer Biomet Holdings, Inc.",2003,3863,1409,2356,66,32,165
1136869,,"Zimmer Biomet Holdings, Inc.",2004,4131,2423,1154,285,269,206
1136869,,"Zimmer Biomet Holdings, Inc.",2005,2010,1416,332,204,58,189
1136869,,"Zimmer Biomet Holdings, Inc.",2006,1715,1218,263,101,133,178
1136869,,"Zimmer Biomet Holdings, Inc.",2007,5098,2392,389,479,1838,266
1136869,,"Zimmer Biomet Holdings, Inc.",2008,29662,3557,504,379,25222,287
1136869,,"Zimmer Biomet Holdings, Inc.",2009,50810,5638,371,1131,43670,311
1136869,,"Zimmer Biomet Holdings, Inc.",2010,70474,6367,349,1819,61939,369
1136869,,"Zimmer Biomet Holdings, Inc.",2011,51449,6736,318,1609,42786,358
1136869,,"Zimmer Biomet Holdings, Inc.",2012,20542,6007,317,1137,13081,478
1136869,,"Zimmer Biomet Holdings, Inc.",2013,15176,7052,801,1258,6065,497
1136869,,"Zimmer Biomet Holdings, Inc.",2014,22233,13644,1122,812,6655,558
1136869,,"Zimmer Biomet Holdings, Inc.",2015,23225,14607,929,862,6827,534
1137031,UNITEDFUELENERGY,,2003,142,0,142,0,0,24
1137031,UNITEDFUELENERGY,,2004,232,0,232,0,0,35
1137031,UNITEDFUELENERGY,,2005,635,84,471,80,0,65
1137031,UNITEDFUELENERGY,,2006,625,387,168,67,3,108
1137031,UNITEDFUELENERGY,,2007,1504,1055,334,113,2,156
1137031,UNITEDFUELENERGY,,2008,2350,1539,321,486,4,204
1137031,UNITEDFUELENERGY,,2009,2956,2197,380,342,37,201
1137031,UNITEDFUELENERGY,,2010,533,399,97,26,11,111
1137031,UNITEDFUELENERGY,,2011,221,189,21,1,10,67
1137031,UNITEDFUELENERGY,,2012,226,155,62,8,1,87
1137031,UNITEDFUELENERGY,,2013,110,64,36,10,0,52
1137031,UNITEDFUELENERGY,,2014,109,70,33,6,0,47
1137031,UNITEDFUELENERGY,,2015,75,46,24,3,2,39
1137411,ROCKWELLCOLLINS,,2003,1834,1392,362,56,24,87
1137411,ROCKWELLCOLLINS,,2004,2360,1592,663,79,26,112
1137411,ROCKWELLCOLLINS,,2005,1448,1119,233,78,18,126
1137411,ROCKWELLCOLLINS,,2006,1216,954,186,67,9,103
1137411,ROCKWELLCOLLINS,,2007,1502,1274,174,39,15,118
1137411,ROCKWELLCOLLINS,,2008,2748,2325,287,109,27,164
1137411,ROCKWELLCOLLINS,,2009,5512,4126,383,964,39,227
1137411,ROCKWELLCOLLINS,,2010,5982,3918,337,1609,118,220
1137411,ROCKWELLCOLLINS,,2011,7272,5597,374,1148,153,242
1137411,ROCKWELLCOLLINS,,2012,6903,5593,390,684,236,285
1137411,ROCKWELLCOLLINS,,2013,9766,8059,655,803,249,425
1137411,ROCKWELLCOLLINS,,2014,10999,9258,807,679,255,444
1137411,ROCKWELLCOLLINS,,2015,9619,8148,779,512,180,401
1145460,ALERE,,2003,4118,2449,1373,241,55,127
1145460,ALERE,,2004,6159,3562,1976,569,52,176
1145460,ALERE,,2005,4100,3057,850,186,7,238
1145460,ALERE,,2006,2896,2233,460,151,52,233
1145460,ALERE,,2007,8714,6601,1677,405,31,384
1145460,ALERE,,2008,11262,8739,1634,811,78,415
1145460,ALERE,,2009,12653,10851,1331,388,83,487
1145460,ALERE,,2010,11739,10220,733,680,106,495
1145460,ALERE,,2011,10736,9190,441,1016,89,453
1145460,ALERE,,2012,10670,9720,444,408,98,432
1145460,ALERE,,2013,13491,11361,973,622,535,613
1145460,ALERE,,2014,15953,12950,1031,752,1220,630
1145460,ALERE,,2015,17310,12777,2986,1011,536,676
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2003,5,0,0,0,5,2
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2004,11,0,4,0,7,3
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2005,4,0,0,0,4,3
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2006,4,0,2,0,2,2
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2007,18,0,14,0,4,6
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2008,6,0,3,0,3,3
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2009,32,0,14,0,18,8
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2010,77,0,15,40,22,7
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2011,3284,3037,81,155,11,12
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2012,1481,952,87,437,5,15
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2013,836,538,41,253,4,17
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2014,6992,6010,279,646,57,93
1145986,ASPENAEROGELS,"Aspen Aerogels, Inc.",2015,3260,2718,186,330,26,131
1158967,,Nidec Corporation,2003,365,281,45,0,39,47
1158967,,Nidec Corporation,2004,796,651,103,0,42,81
1158967,,Nidec Corporation,2005,438,373,50,0,15,79
1158967,,Nidec Corporation,2006,377,310,61,0,6,66
1158967,,Nidec Corporation,2007,665,565,88,0,12,89
1158967,,Nidec Corporation,2008,946,777,131,0,38,94
1158967,,Nidec Corporation,2009,1508,1324,153,0,31,145
1158967,,Nidec Corporation,2010,2593,1794,148,599,52,125
1158967,,Nidec Corporation,2011,2598,2244,152,141,61,108
1158967,,Nidec Corporation,2012,3350,2929,189,165,67,206
1158967,,Nidec Corporation,2013,3197,2848,132,173,44,201
1158967,,Nidec Corporation,2014,2960,2623,124,166,47,202
1158967,,Nidec Corporation,2015,3431,2769,564,64,34,186
1159297,MEADWESTVACO,,2003,4440,3401,852,122,65,147
1159297,MEADWESTVACO,,2004,5165,3651,938,495,81,213
1159297,MEADWESTVACO,,2005,3552,2652,592,264,44,197
1159297,MEADWESTVACO,,2006,1286,1042,194,31,19,129
1159297,MEADWESTVACO,,2007,2286,1915,269,67,35,209
1159297,MEADWESTVACO,,2008,2864,2442,274,75,73,225
1159297,MEADWESTVACO,,2009,4139,3724,266,78,71,230
1159297,MEADWESTVACO,,2010,4185,3731,240,159,55,251
1159297,MEADWESTVACO,,2011,5623,4627,251,664,81,306
1159297,MEADWESTVACO,,2012,5442,4699,273,370,100,362
1159297,MEADWESTVACO,,2013,6812,5508,879,274,151,451
1159297,MEADWESTVACO,,2014,11973,7587,1214,549,2623,591
1159297,MEADWESTVACO,,2015,15510,11381,2426,257,1446,473
1161154,,,2003,620,350,260,10,0,39
1161154,,,2004,1497,942,446,101,8,82
1161154,,,2005,832,551,213,63,5,90
1161154,,,2006,799,601,106,87,5,102
1161154,,,2007,1280,957,166,154,3,158
1161154,,,2008,2051,1660,174,217,0,163
1161154,,,2009,3459,2885,273,289,12,249
1161154,,,2010,4724,4040,319,359,6,255
1161154,,,2011,5104,4335,273,469,27,233
1161154,,,2012,4664,3919,370,329,46,275
1161154,,,2013,7222,5913,661,585,63,306
1161154,,,2014,8805,7652,493,584,76,371
1161154,,,2015,10848,9531,637,647,33,372
1161728,MGEENERGY,"MGE Energy, Inc.",2003,397,231,47,8,111,36
1161728,MGEENERGY,"MGE Energy, Inc.",2004,596,395,48,13,140,53
1161728,MGEENERGY,"MGE Energy, Inc.",2005,279,179,32,3,65,44
1161728,MGEENERGY,"MGE Energy, Inc.",2006,604,483,56,9,56,68
1161728,MGEENERGY,"MGE Energy, Inc.",2007,379,291,48,2,38,55
1161728,MGEENERGY,"MGE Energy, Inc.",2008,756,474,56,19,207,85
1161728,MGEENERGY,"MGE Energy, Inc.",2009,1208,833,45,18,312,114
1161728,MGEENERGY,"MGE Energy, Inc.",2010,2598,1462,44,468,624,128
1161728,MGEENERGY,"MGE Energy, Inc.",2011,1926,1028,52,511,335,114
1161728,MGEENERGY,"MGE Energy, Inc.",2012,737,508,80,60,89,120
1161728,MGEENERGY,"MGE Energy, Inc.",2013,1417,1019,164,111,123,128
1161728,MGEENERGY,"MGE Energy, Inc.",2014,1516,1025,222,72,197,162
1161728,MGEENERGY,"MGE Energy, Inc.",2015,1356,764,346,38,208,135
1164863,ENPROIND,"EnPro Industries, Inc.",2003,941,600,293,46,2,63
1164863,ENPROIND,"EnPro Industries, Inc.",2004,1315,992,215,106,2,87
1164863,ENPROIND,"EnPro Industries, Inc.",2005,640,505,90,45,0,80
1164863,ENPROIND,"EnPro Industries, Inc.",2006,639,541,65,33,0,79
1164863,ENPROIND,"EnPro Industries, Inc.",2007,1044,871,103,69,1,132
1164863,ENPROIND,"EnPro Industries, Inc.",2008,1764,1513,109,127,15,166
1164863,ENPROIND,"EnPro Industries, Inc.",2009,1973,1761,80,123,9,172
1164863,ENPROIND,"EnPro Industries, Inc.",2010,2445,2180,115,122,28,166
1164863,ENPROIND,"EnPro Industries, Inc.",2011,3119,2753,141,203,22,234
1164863,ENPROIND,"EnPro Industries, Inc.",2012,3125,2587,112,384,42,268
1164863,ENPROIND,"EnPro Industries, Inc.",2013,3869,3215,236,374,44,336
1164863,ENPROIND,"EnPro Industries, Inc.",2014,7197,6171,359,608,59,461
1164863,ENPROIND,"EnPro Industries, Inc.",2015,10777,9197,936,576,68,464
1173514,HYSTERYALEMATERIALSHANDLING,"Hyster-Yale Materials Handling, Inc.",2003,214,0,213,0,1,14
1173514,HYSTERYALEMATERIALSHANDLING,"Hyster-Yale Materials Handling, Inc.",2004,276,121,155,0,0,19
1173514,HYSTERYALEMATERIALSHANDLING,"Hyster-Yale Materials Handling, Inc.",2005,152,125,27,0,0,23
1173514,HYSTERYALEMATERIALSHANDLING,"Hyster-Yale Materials Handling, Inc.",2006,125,115,10,0,0,24
1173514,HYSTERYALEMATERIALSHANDLING,"Hyster-Yale Materials Handling, Inc.",2007,62,50,12,0,0,17
1173514,HYSTERYALEMATERIALSHANDLING,"Hyster-Yale Materials Handling, Inc.",2008,47,41,6,0,0,13
1173514,HYSTERYALEMATERIALSHANDLING,"Hyster-Yale Materials Handling, Inc.",2009,49,42,7,0,0,13
1173514,HYSTERYALEMATERIALSHANDLING,"Hyster-Yale Materials Handling, Inc.",2010,26,23,3,0,0,10
