cik,cmpy,CompanyName,year,total_downloads,htm_downloads,txt_downloads,xbrl_downloads,other_downloads,unique_filings_accessed
1750,AAR,AAR Corp.,2003,1210,708,433,61,8,141
1750,AAR,AAR Corp.,2004,2392,1496,641,245,10,194
1750,AAR,AAR Corp.,2005,1005,690,230,80,5,137
1750,AAR,AAR Corp.,2006,1382,941,332,103,6,165
1750,AAR,AAR Corp.,2007,2390,1516,447,412,15,261
1750,AAR,AAR Corp.,2008,3341,2426,625,270,20,273
1750,AAR,AAR Corp.,2009,4497,3037,889,517,54,664
1750,AAR,AAR Corp.,2010,6002,4313,794,711,184,377
1750,AAR,AAR Corp.,2011,6288,4580,581,942,185,391
1750,AAR,AAR Corp.,2012,8928,6429,1051,1245,203,458
1750,AAR,AAR Corp.,2013,9629,6863,1314,1258,194,571
1750,AAR,AAR Corp.,2014,11056,8033,1664,1036,323,670
1750,AAR,AAR Corp.,2015,11859,9355,1445,802,257,547
1800,ABBOTTLAB,Abbott Laboratories,2003,8363,5132,2897,148,186,218
1800,ABBOTTLAB,Abbott Laboratories,2004,16438,12213,3054,969,202,324
1800,ABBOTTLAB,Abbott Laboratories,2005,7386,5531,1109,674,72,364
1800,ABBOTTLAB,Abbott Laboratories,2006,7418,5310,1216,814,78,387
1800,ABBOTTLAB,Abbott Laboratories,2007,13928,8797,1815,3156,160,604
1800,ABBOTTLAB,Abbott Laboratories,2008,15148,10426,1977,2510,235,678
1800,ABBOTTLAB,Abbott Laboratories,2009,27278,20969,2203,3901,205,790
1800,ABBOTTLAB,Abbott Laboratories,2010,37292,25615,2215,9026,436,810
1800,ABBOTTLAB,Abbott Laboratories,2011,39212,29168,1849,7426,769,794
1800,ABBOTTLAB,Abbott Laboratories,2012,37402,28416,2386,5720,880,910
1800,ABBOTTLAB,Abbott Laboratories,2013,39510,31506,3373,3731,900,957
1800,ABBOTTLAB,Abbott Laboratories,2014,40606,33152,3882,2820,752,968
1800,ABBOTTLAB,Abbott Laboratories,2015,38172,31238,3583,2715,636,910
2178,,,2003,351,5,346,0,0,36
2178,,,2004,539,24,504,11,0,52
2178,,,2005,307,172,120,15,0,51
2178,,,2006,264,179,73,12,0,50
2178,,,2007,420,345,59,16,0,52
2178,,,2008,693,551,124,17,1,89
2178,,,2009,928,824,82,5,17,68
2178,,,2010,1086,980,101,1,4,73
2178,,,2011,1446,1290,119,11,26,111
2178,,,2012,1574,1379,127,45,23,96
2178,,,2013,2977,2182,557,146,92,175
2178,,,2014,3464,2743,523,94,104,200
2178,,,2015,3497,2873,363,180,81,167
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2003,1820,111,1633,57,19,144
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2004,3298,278,2849,126,45,222
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2005,1649,911,677,58,3,162
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2006,1640,1006,489,137,8,209
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2007,2813,1826,808,137,42,275
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2008,3964,2810,784,332,38,262
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2009,6667,4811,878,890,88,328
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2010,20617,17335,1485,1627,170,521
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2011,11167,8391,800,1753,223,512
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2012,10330,8434,803,919,174,550
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2013,17640,13807,1807,1698,328,1059
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2014,18908,14335,2660,1506,407,985
2969,AIRPRODCHEM,"Air Products and Chemicals, Inc.",2015,17059,13455,1914,1387,303,705
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2003,1792,678,1049,59,6,130
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2004,2634,1508,776,329,21,185
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2005,1358,910,357,83,8,145
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2006,996,678,193,122,3,148
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2007,2304,1656,321,287,40,213
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2008,2531,1654,320,535,22,270
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2009,3570,2588,450,503,29,314
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2010,5596,3678,410,1416,92,371
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2011,10602,9034,422,1045,101,365
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2012,7368,5608,631,1047,82,467
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2013,6586,4881,581,964,160,490
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2014,9741,7419,898,1224,200,507
4127,SKYWORKSSOLUTIONS,"Skyworks Solutions, Inc.",2015,13364,10784,821,1543,216,524
4281,,Howmet Aerospace Inc.,2003,8614,5150,2650,629,185,236
4281,,Howmet Aerospace Inc.,2004,17967,12047,3320,2487,113,400
4281,,Howmet Aerospace Inc.,2005,10247,6928,1571,1726,22,419
4281,,Howmet Aerospace Inc.,2006,6600,4223,1152,1192,33,394
4281,,Howmet Aerospace Inc.,2007,19641,13715,2846,3048,32,562
4281,,Howmet Aerospace Inc.,2008,22113,14577,3417,3910,209,714
4281,,Howmet Aerospace Inc.,2009,37256,27879,3472,5445,460,614
4281,,Howmet Aerospace Inc.,2010,36559,24730,2533,8850,446,680
4281,,Howmet Aerospace Inc.,2011,38402,27753,2328,7572,749,707
4281,,Howmet Aerospace Inc.,2012,35581,29013,2595,3200,773,766
4281,,Howmet Aerospace Inc.,2013,50077,40015,5274,3916,872,893
4281,,Howmet Aerospace Inc.,2014,61696,47386,8724,4454,1132,1823
4281,,Howmet Aerospace Inc.,2015,70280,53556,10581,5182,961,1047
4447,HESS,Hess Corporation,2003,5472,3031,2182,49,210,172
4447,HESS,Hess Corporation,2004,5335,3591,1520,178,46,211
4447,HESS,Hess Corporation,2005,2119,1214,746,155,4,246
4447,HESS,Hess Corporation,2006,2220,1242,577,397,4,347
4447,HESS,Hess Corporation,2007,3093,1912,895,267,19,453
4447,HESS,Hess Corporation,2008,4172,2422,783,946,21,405
4447,HESS,Hess Corporation,2009,5996,4243,1096,633,24,361
4447,HESS,Hess Corporation,2010,9141,7026,946,1113,56,317
4447,HESS,Hess Corporation,2011,11678,8608,885,2041,144,429
4447,HESS,Hess Corporation,2012,11090,9322,716,915,137,490
4447,HESS,Hess Corporation,2013,28185,23003,2700,1180,1302,742
4447,HESS,Hess Corporation,2014,22681,18115,2522,792,1252,835
4447,HESS,Hess Corporation,2015,22860,17909,2501,1270,1180,673
4611,AMERICANBILTRITE,,2003,659,6,633,16,4,64
4611,AMERICANBILTRITE,,2004,1088,14,986,88,0,99
4611,AMERICANBILTRITE,,2005,413,7,391,14,1,79
4611,AMERICANBILTRITE,,2006,368,0,325,42,1,67
4611,AMERICANBILTRITE,,2007,476,3,432,38,3,73
4611,AMERICANBILTRITE,,2008,789,383,337,66,3,115
4611,AMERICANBILTRITE,,2009,1589,1160,306,108,15,138
4611,AMERICANBILTRITE,,2010,1618,1359,181,66,12,112
4611,AMERICANBILTRITE,,2011,1817,1536,159,76,46,110
4611,AMERICANBILTRITE,,2012,1195,961,178,32,24,112
4611,AMERICANBILTRITE,,2013,901,607,255,22,17,118
4611,AMERICANBILTRITE,,2014,807,400,363,32,12,159
4611,AMERICANBILTRITE,,2015,744,491,213,19,21,103
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2003,6071,529,5372,33,137,317
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2004,6404,897,5176,134,197,366
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2005,4362,1767,2130,104,361,313
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2006,3154,1325,703,42,1084,244
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2007,6218,2354,784,272,2808,359
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2008,7833,3799,798,90,3146,282
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2009,13026,6010,800,1297,4919,321
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2010,14739,6365,938,2145,5291,368
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2011,12129,8046,1055,1719,1309,397
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2012,10541,8567,898,631,445,449
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2013,11146,8360,1244,1113,429,839
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2014,13596,10018,1824,965,789,817
4904,AMERICANELECTRICPOWER,"American Electric Power Company, Inc.",2015,15219,10041,3439,894,845,572
5133,AMERICANGREETINGS,,2003,2414,961,896,59,498,120
5133,AMERICANGREETINGS,,2004,3723,1497,1608,291,327,224
5133,AMERICANGREETINGS,,2005,2040,1024,819,158,39,228
5133,AMERICANGREETINGS,,2006,1754,1225,408,104,17,226
5133,AMERICANGREETINGS,,2007,2145,1576,396,126,47,282
5133,AMERICANGREETINGS,,2008,3342,2460,576,190,116,318
5133,AMERICANGREETINGS,,2009,5776,4722,651,321,82,386
5133,AMERICANGREETINGS,,2010,5306,4398,363,440,105,305
5133,AMERICANGREETINGS,,2011,8233,6401,454,1147,231,363
5133,AMERICANGREETINGS,,2012,9857,8287,749,455,366,432
5133,AMERICANGREETINGS,,2013,16999,13895,1426,1126,552,1007
5133,AMERICANGREETINGS,,2014,9037,7006,1315,282,434,820
5133,AMERICANGREETINGS,,2015,8869,7560,783,181,345,496
5981,AMERICANVANGUARD,American Vanguard Corporation,2003,606,379,171,56,0,79
5981,AMERICANVANGUARD,American Vanguard Corporation,2004,1432,969,235,228,0,133
5981,AMERICANVANGUARD,American Vanguard Corporation,2005,774,555,135,84,0,130
5981,AMERICANVANGUARD,American Vanguard Corporation,2006,803,562,132,107,2,124
5981,AMERICANVANGUARD,American Vanguard Corporation,2007,1042,756,147,138,1,137
5981,AMERICANVANGUARD,American Vanguard Corporation,2008,1475,954,189,323,9,184
5981,AMERICANVANGUARD,American Vanguard Corporation,2009,2064,1498,285,243,38,163
5981,AMERICANVANGUARD,American Vanguard Corporation,2010,2573,2037,246,265,25,219
5981,AMERICANVANGUARD,American Vanguard Corporation,2011,2687,2289,203,171,24,145
5981,AMERICANVANGUARD,American Vanguard Corporation,2012,4057,3427,220,342,68,193
5981,AMERICANVANGUARD,American Vanguard Corporation,2013,5903,4553,417,818,115,334
5981,AMERICANVANGUARD,American Vanguard Corporation,2014,6059,5142,295,477,145,323
5981,AMERICANVANGUARD,American Vanguard Corporation,2015,5103,4086,423,511,83,250
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2003,621,337,283,1,0,51
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2004,959,529,404,25,1,55
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2005,745,403,330,11,1,61
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2006,598,448,130,20,0,78
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2007,1891,1226,328,336,1,201
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2008,1954,1483,284,187,0,135
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2009,2519,1977,281,261,0,123
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2010,2679,2075,340,253,11,174
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2011,2930,2358,257,310,5,180
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2012,2940,2307,347,266,20,146
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2013,3352,2455,458,355,84,234
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2014,5518,3521,1411,484,102,658
6176,AMPCOPITTSBURGH,Ampco-Pittsburgh Corporation,2015,7622,6119,774,655,74,317
6281,ANALOGDEVICES,"Analog Devices, Inc.",2003,2249,1090,794,70,295,159
6281,ANALOGDEVICES,"Analog Devices, Inc.",2004,4214,2458,1285,287,184,261
6281,ANALOGDEVICES,"Analog Devices, Inc.",2005,1936,1362,484,75,15,151
6281,ANALOGDEVICES,"Analog Devices, Inc.",2006,2236,1246,875,85,30,179
6281,ANALOGDEVICES,"Analog Devices, Inc.",2007,3453,2227,1062,137,27,221
6281,ANALOGDEVICES,"Analog Devices, Inc.",2008,3967,2935,742,277,13,237
6281,ANALOGDEVICES,"Analog Devices, Inc.",2009,7567,5618,629,1249,71,327
6281,ANALOGDEVICES,"Analog Devices, Inc.",2010,8971,6613,584,1610,164,320
6281,ANALOGDEVICES,"Analog Devices, Inc.",2011,8377,6662,454,1118,143,332
6281,ANALOGDEVICES,"Analog Devices, Inc.",2012,7673,6210,443,883,137,420
6281,ANALOGDEVICES,"Analog Devices, Inc.",2013,10188,7874,792,1365,157,575
6281,ANALOGDEVICES,"Analog Devices, Inc.",2014,13063,10434,1134,1300,195,636
6281,ANALOGDEVICES,"Analog Devices, Inc.",2015,11382,9254,771,1169,188,577
6314,ANAREN,,2003,565,4,547,14,0,62
6314,ANAREN,,2004,773,9,728,36,0,121
6314,ANAREN,,2005,431,13,390,28,0,86
6314,ANAREN,,2006,557,87,381,89,0,131
6314,ANAREN,,2007,1346,150,1000,189,7,177
6314,ANAREN,,2008,1438,291,983,160,4,175
6314,ANAREN,,2009,1619,290,1163,146,20,206
6314,ANAREN,,2010,1376,241,1014,114,7,197
6314,ANAREN,,2011,2469,1281,830,334,24,231
6314,ANAREN,,2012,2104,1353,416,302,33,263
6314,ANAREN,,2013,4891,3874,642,328,47,310
6314,ANAREN,,2014,2899,2120,452,299,28,271
6314,ANAREN,,2015,1334,878,341,102,13,192
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2003,697,443,227,21,6,80
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2004,999,726,209,62,2,116
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2005,561,408,103,49,1,117
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2006,437,364,43,30,0,101
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2007,958,695,154,108,1,138
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2008,1359,1096,172,88,3,172
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2009,2069,1696,263,102,8,193
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2010,2449,2197,199,38,15,165
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2011,2740,2477,154,78,31,179
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2012,2633,2154,188,191,100,231
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2013,3179,2610,234,225,110,275
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2014,3876,2869,494,402,111,364
6845,APOGEEENTERPRISES,"Apogee Enterprises, Inc.",2015,4915,3620,734,419,142,424
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2003,5451,3361,1298,388,404,209
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2004,9682,6674,2281,395,332,238
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2005,3906,2565,890,346,105,256
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2006,3526,2702,486,300,38,268
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2007,6459,4881,725,801,52,369
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2008,7853,6236,733,732,152,381
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2009,12939,9475,993,2258,213,501
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2010,14511,9243,889,4109,270,485
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2011,17769,14351,780,2347,291,508
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2012,15217,11452,1824,1721,220,543
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2013,18207,15405,896,1585,321,660
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2014,21688,18771,1144,1302,471,666
6951,APPLIEDMATERIALS,"Applied Materials, Inc.",2015,18793,15783,1404,1230,376,680
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2003,4191,1796,807,214,1374,220
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2004,6755,3453,960,557,1785,373
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2005,3287,1683,396,208,1000,250
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2006,6525,2438,632,644,2811,409
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2007,8919,4244,882,1321,2472,523
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2008,9399,5548,769,522,2560,382
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2009,14515,8643,834,533,4505,418
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2010,18122,10434,793,2304,4591,613
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2011,22186,15418,840,2077,3851,563
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2012,15416,11774,1125,1108,1409,592
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2013,17339,12852,1726,1360,1401,732
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2014,17944,13979,1451,1080,1434,745
7084,ARCHERDANIELSMIDLAND,Archer-Daniels-Midland Company,2015,17005,13817,1064,905,1219,678
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2003,1996,492,1500,0,4,143
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2004,2718,1692,1025,0,1,140
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2005,1788,1338,445,0,5,133
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2006,3244,1782,1315,134,13,179
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2007,2501,1734,648,113,6,189
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2008,2825,2180,451,181,13,205
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2009,5864,4795,801,261,7,267
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2010,6384,5431,658,246,49,290
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2011,7253,6132,449,639,33,362
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2012,5904,5002,437,381,84,366
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2013,8544,6253,1431,594,266,704
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2014,10613,7747,1722,942,202,634
7431,ARMSTRONGWORLDIND,"Armstrong World Industries, Inc.",2015,9758,7648,1477,491,142,478
8063,ASTRONICS,Astronics Corporation,2003,539,448,90,1,0,58
8063,ASTRONICS,Astronics Corporation,2004,717,515,95,106,1,89
8063,ASTRONICS,Astronics Corporation,2005,349,253,37,59,0,85
8063,ASTRONICS,Astronics Corporation,2006,300,223,44,33,0,79
8063,ASTRONICS,Astronics Corporation,2007,713,610,68,35,0,96
8063,ASTRONICS,Astronics Corporation,2008,670,569,50,51,0,86
8063,ASTRONICS,Astronics Corporation,2009,1127,1000,110,17,0,86
8063,ASTRONICS,Astronics Corporation,2010,1171,1031,105,35,0,105
8063,ASTRONICS,Astronics Corporation,2011,1704,1464,90,138,12,150
8063,ASTRONICS,Astronics Corporation,2012,1671,1298,213,133,27,190
8063,ASTRONICS,Astronics Corporation,2013,2628,2190,256,151,31,234
8063,ASTRONICS,Astronics Corporation,2014,5530,3551,1430,443,106,689
8063,ASTRONICS,Astronics Corporation,2015,4611,3651,418,433,109,379
8818,AVERYDENNISON,Avery Dennison Corporation,2003,2162,1204,895,35,28,99
8818,AVERYDENNISON,Avery Dennison Corporation,2004,3157,2179,796,137,45,180
8818,AVERYDENNISON,Avery Dennison Corporation,2005,1754,1381,299,51,23,139
8818,AVERYDENNISON,Avery Dennison Corporation,2006,1169,885,195,75,14,154
8818,AVERYDENNISON,Avery Dennison Corporation,2007,3348,2869,349,103,27,179
8818,AVERYDENNISON,Avery Dennison Corporation,2008,3826,3253,401,143,29,216
8818,AVERYDENNISON,Avery Dennison Corporation,2009,5937,5230,528,109,70,281
8818,AVERYDENNISON,Avery Dennison Corporation,2010,7164,6323,438,350,53,264
8818,AVERYDENNISON,Avery Dennison Corporation,2011,7946,6387,478,1027,54,300
8818,AVERYDENNISON,Avery Dennison Corporation,2012,6994,6057,401,444,92,298
8818,AVERYDENNISON,Avery Dennison Corporation,2013,7181,6104,507,501,69,426
8818,AVERYDENNISON,Avery Dennison Corporation,2014,9497,7580,1392,432,93,926
8818,AVERYDENNISON,Avery Dennison Corporation,2015,9162,7419,1115,446,182,526
8947,AZZ,AZZ Inc.,2003,914,523,352,39,0,87
8947,AZZ,AZZ Inc.,2004,990,639,283,68,0,87
8947,AZZ,AZZ Inc.,2005,601,391,164,46,0,94
8947,AZZ,AZZ Inc.,2006,663,473,130,60,0,97
8947,AZZ,AZZ Inc.,2007,1239,867,207,154,11,173
8947,AZZ,AZZ Inc.,2008,2051,1571,304,158,18,169
8947,AZZ,AZZ Inc.,2009,3218,2400,389,395,34,220
8947,AZZ,AZZ Inc.,2010,4708,3913,502,268,25,269
8947,AZZ,AZZ Inc.,2011,3537,2805,424,254,54,267
8947,AZZ,AZZ Inc.,2012,4160,3151,349,571,89,324
8947,AZZ,AZZ Inc.,2013,5982,4429,503,920,130,390
8947,AZZ,AZZ Inc.,2014,9231,5954,2069,1035,173,890
8947,AZZ,AZZ Inc.,2015,7359,5269,1090,785,215,461
9092,BADGERMETER,"Badger Meter, Inc.",2003,501,2,457,42,0,67
9092,BADGERMETER,"Badger Meter, Inc.",2004,790,3,648,139,0,143
9092,BADGERMETER,"Badger Meter, Inc.",2005,498,77,321,100,0,132
9092,BADGERMETER,"Badger Meter, Inc.",2006,482,120,287,73,2,101
9092,BADGERMETER,"Badger Meter, Inc.",2007,908,489,321,94,4,150
9092,BADGERMETER,"Badger Meter, Inc.",2008,1526,911,403,203,9,210
9092,BADGERMETER,"Badger Meter, Inc.",2009,2326,1689,395,239,3,206
9092,BADGERMETER,"Badger Meter, Inc.",2010,1809,1400,273,136,0,183
9092,BADGERMETER,"Badger Meter, Inc.",2011,2092,1796,170,95,31,145
9092,BADGERMETER,"Badger Meter, Inc.",2012,2136,1677,198,236,25,225
9092,BADGERMETER,"Badger Meter, Inc.",2013,1987,1556,205,189,37,248
9092,BADGERMETER,"Badger Meter, Inc.",2014,2692,1958,400,292,42,380
9092,BADGERMETER,"Badger Meter, Inc.",2015,3081,2507,244,266,64,271
9326,BALCHEM,Balchem Corporation,2003,544,0,506,30,8,56
9326,BALCHEM,Balchem Corporation,2004,1049,25,893,124,7,92
9326,BALCHEM,Balchem Corporation,2005,640,51,508,75,6,97
9326,BALCHEM,Balchem Corporation,2006,378,13,345,16,4,84
9326,BALCHEM,Balchem Corporation,2007,886,30,818,29,9,99
9326,BALCHEM,Balchem Corporation,2008,1007,351,579,68,9,143
9326,BALCHEM,Balchem Corporation,2009,1496,163,1168,158,7,150
9326,BALCHEM,Balchem Corporation,2010,2099,1128,834,125,12,159
9326,BALCHEM,Balchem Corporation,2011,2669,1992,504,114,59,189
9326,BALCHEM,Balchem Corporation,2012,2226,1633,426,136,31,184
9326,BALCHEM,Balchem Corporation,2013,2716,1710,602,375,29,279
9326,BALCHEM,Balchem Corporation,2014,4396,3145,608,573,70,352
9326,BALCHEM,Balchem Corporation,2015,3974,2938,480,514,42,270
9389,BALL,Ball Corporation,2003,2938,2082,722,122,12,201
9389,BALL,Ball Corporation,2004,3097,2320,476,294,7,276
9389,BALL,Ball Corporation,2005,2123,1568,350,205,0,229
9389,BALL,Ball Corporation,2006,1420,990,232,193,5,241
9389,BALL,Ball Corporation,2007,2431,1818,327,282,4,285
9389,BALL,Ball Corporation,2008,3054,2374,292,373,15,342
9389,BALL,Ball Corporation,2009,5724,4588,430,651,55,368
9389,BALL,Ball Corporation,2010,6832,5316,330,1117,69,435
9389,BALL,Ball Corporation,2011,7762,5774,344,1551,93,449
9389,BALL,Ball Corporation,2012,7574,5954,515,1003,102,586
9389,BALL,Ball Corporation,2013,13173,7565,3141,2057,410,2152
9389,BALL,Ball Corporation,2014,12891,8954,2139,1547,251,1772
9389,BALL,Ball Corporation,2015,18496,15644,1497,1134,221,930
9984,,Barnes Group Inc.,2003,1148,450,630,53,15,150
9984,,Barnes Group Inc.,2004,1432,779,563,70,20,149
9984,,Barnes Group Inc.,2005,979,768,156,46,9,145
9984,,Barnes Group Inc.,2006,892,632,170,82,8,164
9984,,Barnes Group Inc.,2007,1620,1240,223,149,8,224
9984,,Barnes Group Inc.,2008,1872,1429,313,119,11,253
9984,,Barnes Group Inc.,2009,3120,2673,240,172,35,279
9984,,Barnes Group Inc.,2010,3309,2895,177,216,21,236
9984,,Barnes Group Inc.,2011,3839,3141,187,472,39,284
9984,,Barnes Group Inc.,2012,5162,4462,276,365,59,338
9984,,Barnes Group Inc.,2013,5991,4944,537,406,104,420
9984,,Barnes Group Inc.,2014,6897,5296,646,730,225,508
9984,,Barnes Group Inc.,2015,6853,5434,716,583,120,457
10456,,Baxter International Inc.,2003,9948,1151,7977,806,14,392
10456,,Baxter International Inc.,2004,13000,7549,4468,977,6,394
10456,,Baxter International Inc.,2005,5261,3610,1088,530,33,325
10456,,Baxter International Inc.,2006,3714,2586,954,171,3,283
10456,,Baxter International Inc.,2007,6011,4292,1376,339,4,406
10456,,Baxter International Inc.,2008,8147,6265,1230,547,105,431
10456,,Baxter International Inc.,2009,15426,12364,1999,1015,48,461
10456,,Baxter International Inc.,2010,18711,14505,1583,2516,107,439
10456,,Baxter International Inc.,2011,14729,11155,877,2537,160,391
10456,,Baxter International Inc.,2012,13452,10955,1446,872,179,480
10456,,Baxter International Inc.,2013,16953,13914,1535,1225,279,610
10456,,Baxter International Inc.,2014,22187,15850,5132,848,357,1276
10456,,Baxter International Inc.,2015,28107,24256,2171,1244,436,846
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2003,2791,30,2624,110,27,211
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2004,4073,104,3742,195,32,263
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2005,2634,1476,1002,134,22,235
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2006,2416,1658,654,104,0,199
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2007,3408,2567,707,120,14,236
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2008,4879,3916,639,311,13,309
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2009,10136,7681,1160,1263,32,345
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2010,12273,8218,1198,2678,179,354
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2011,11158,8732,739,1531,156,355
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2012,9185,7562,761,644,218,421
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2013,11088,8954,856,863,415,473
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2014,16091,12414,2070,1321,286,1085
